close,datetime,high,low,open,symbol,volume
40,111.74,1518415200000,112.725,110.07,111.17,JPM,18043325
41,112.43,1518501600000,113.05,110.8,111.32,JPM,16358181
42,115.03,1518588000000,115.27,112.53,112.63,JPM,15186858
43,115.51,1518674400000,115.985,114.22,115.74,JPM,12130197
44,114.68,1518760800000,116.07,114.5,114.55,JPM,13214253
45,114.71,1519106400000,115.39,113.97,114.65,JPM,13461495
46,115.19,1519192800000,117.45,114.67,115.0,JPM,14212461
47,114.98,1519279200000,116.425,114.76,115.5,JPM,17070356
48,117.31,1519365600000,117.39,115.31,115.31,JPM,12162523
49,118.77,1519624800000,118.9,117.32,118.14,JPM,16511229
50,117.36,1519711200000,119.33,117.35,118.91,JPM,17563345
51,115.5,1519797600000,118.49,115.34,117.82,JPM,17735637
52,113.43,1519884000000,116.6427,112.65,115.48,JPM,18690017
53,113.32,1519970400000,113.56,111.12,112.39,JPM,18353697
54,115.06,1520229600000,115.925,111.89,112.05,JPM,13933039
